instance,source_file,channel_id,channel_name,connector_context,secret_type,placeholder,orig_value_length
Newmedica,Newmedica/PAS.xml,bd18bf88-46ff-462e-b181-5302b98e4f1f,PAS In LOCAL-187-0,Clinic List - DELETE,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,bd18bf88-46ff-462e-b181-5302b98e4f1f,PAS In LOCAL-187-0,Clinic List - DNA,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,bd18bf88-46ff-462e-b181-5302b98e4f1f,PAS In LOCAL-187-0,Clinic List - PUT,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,bd18bf88-46ff-462e-b181-5302b98e4f1f,PAS In LOCAL-187-0,PASAPI - Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,bd18bf88-46ff-462e-b181-5302b98e4f1f,PAS In LOCAL-187-0,PASAPI - Patient Merge,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,bd18bf88-46ff-462e-b181-5302b98e4f1f,PAS In LOCAL-187-0,PASAPI - Patient Referral,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,bd18bf88-46ff-462e-b181-5302b98e4f1f,PAS In LOCAL-187-0,PASAPI - Secondary Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,bd18bf88-46ff-462e-b181-5302b98e4f1f,PAS In LOCAL-187-0,AppointmentAssigneeXML,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,bd18bf88-46ff-462e-b181-5302b98e4f1f,PAS In LOCAL-187-0,DidNotAttendComment,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,bd18bf88-46ff-462e-b181-5302b98e4f1f,PAS In LOCAL-187-0,GenerateSecondaryHospitalNumber,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,b155ec7f-2e73-475b-b565-b2b509d079ef,PAS In LOCAL-188-0,Clinic List - DELETE,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,b155ec7f-2e73-475b-b565-b2b509d079ef,PAS In LOCAL-188-0,Clinic List - DNA,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,b155ec7f-2e73-475b-b565-b2b509d079ef,PAS In LOCAL-188-0,Clinic List - PUT,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,b155ec7f-2e73-475b-b565-b2b509d079ef,PAS In LOCAL-188-0,PASAPI - Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,b155ec7f-2e73-475b-b565-b2b509d079ef,PAS In LOCAL-188-0,PASAPI - Patient Merge,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,b155ec7f-2e73-475b-b565-b2b509d079ef,PAS In LOCAL-188-0,PASAPI - Patient Referral,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,b155ec7f-2e73-475b-b565-b2b509d079ef,PAS In LOCAL-188-0,PASAPI - Secondary Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,b155ec7f-2e73-475b-b565-b2b509d079ef,PAS In LOCAL-188-0,AppointmentAssigneeXML,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,b155ec7f-2e73-475b-b565-b2b509d079ef,PAS In LOCAL-188-0,DidNotAttendComment,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,b155ec7f-2e73-475b-b565-b2b509d079ef,PAS In LOCAL-188-0,GenerateSecondaryHospitalNumber,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,9f9973dd-419c-4166-b45f-1dbe999146ea,PAS In LOCAL-189-0,Clinic List - DELETE,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,9f9973dd-419c-4166-b45f-1dbe999146ea,PAS In LOCAL-189-0,Clinic List - DNA,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,9f9973dd-419c-4166-b45f-1dbe999146ea,PAS In LOCAL-189-0,Clinic List - PUT,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,9f9973dd-419c-4166-b45f-1dbe999146ea,PAS In LOCAL-189-0,PASAPI - Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,9f9973dd-419c-4166-b45f-1dbe999146ea,PAS In LOCAL-189-0,PASAPI - Patient Merge,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,9f9973dd-419c-4166-b45f-1dbe999146ea,PAS In LOCAL-189-0,PASAPI - Patient Referral,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,9f9973dd-419c-4166-b45f-1dbe999146ea,PAS In LOCAL-189-0,PASAPI - Secondary Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,9f9973dd-419c-4166-b45f-1dbe999146ea,PAS In LOCAL-189-0,AppointmentAssigneeXML,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,9f9973dd-419c-4166-b45f-1dbe999146ea,PAS In LOCAL-189-0,DidNotAttendComment,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,9f9973dd-419c-4166-b45f-1dbe999146ea,PAS In LOCAL-189-0,GenerateSecondaryHospitalNumber,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,09ebb81b-cb25-4357-ba16-9e845cd19241,PAS In LOCAL-190-0,Clinic List - DELETE,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,09ebb81b-cb25-4357-ba16-9e845cd19241,PAS In LOCAL-190-0,Clinic List - DNA,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,09ebb81b-cb25-4357-ba16-9e845cd19241,PAS In LOCAL-190-0,Clinic List - PUT,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,09ebb81b-cb25-4357-ba16-9e845cd19241,PAS In LOCAL-190-0,PASAPI - Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,09ebb81b-cb25-4357-ba16-9e845cd19241,PAS In LOCAL-190-0,PASAPI - Patient Merge,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,09ebb81b-cb25-4357-ba16-9e845cd19241,PAS In LOCAL-190-0,PASAPI - Patient Referral,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,09ebb81b-cb25-4357-ba16-9e845cd19241,PAS In LOCAL-190-0,PASAPI - Secondary Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,09ebb81b-cb25-4357-ba16-9e845cd19241,PAS In LOCAL-190-0,AppointmentAssigneeXML,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,09ebb81b-cb25-4357-ba16-9e845cd19241,PAS In LOCAL-190-0,DidNotAttendComment,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,09ebb81b-cb25-4357-ba16-9e845cd19241,PAS In LOCAL-190-0,GenerateSecondaryHospitalNumber,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,f01ab7a5-b8e2-46a0-8a30-caea6fddeb38,PAS In LOCAL-191-0,Clinic List - DELETE,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,f01ab7a5-b8e2-46a0-8a30-caea6fddeb38,PAS In LOCAL-191-0,Clinic List - DNA,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,f01ab7a5-b8e2-46a0-8a30-caea6fddeb38,PAS In LOCAL-191-0,Clinic List - PUT,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,f01ab7a5-b8e2-46a0-8a30-caea6fddeb38,PAS In LOCAL-191-0,PASAPI - Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,f01ab7a5-b8e2-46a0-8a30-caea6fddeb38,PAS In LOCAL-191-0,PASAPI - Patient Merge,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,f01ab7a5-b8e2-46a0-8a30-caea6fddeb38,PAS In LOCAL-191-0,PASAPI - Patient Referral,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,f01ab7a5-b8e2-46a0-8a30-caea6fddeb38,PAS In LOCAL-191-0,PASAPI - Secondary Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,f01ab7a5-b8e2-46a0-8a30-caea6fddeb38,PAS In LOCAL-191-0,AppointmentAssigneeXML,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,f01ab7a5-b8e2-46a0-8a30-caea6fddeb38,PAS In LOCAL-191-0,DidNotAttendComment,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,f01ab7a5-b8e2-46a0-8a30-caea6fddeb38,PAS In LOCAL-191-0,GenerateSecondaryHospitalNumber,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,4eca83af-de0f-4a6e-b316-83100f2e132e,PAS In LOCAL-192-0,Clinic List - DELETE,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,4eca83af-de0f-4a6e-b316-83100f2e132e,PAS In LOCAL-192-0,Clinic List - DNA,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,4eca83af-de0f-4a6e-b316-83100f2e132e,PAS In LOCAL-192-0,Clinic List - PUT,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,4eca83af-de0f-4a6e-b316-83100f2e132e,PAS In LOCAL-192-0,PASAPI - Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,4eca83af-de0f-4a6e-b316-83100f2e132e,PAS In LOCAL-192-0,PASAPI - Patient Merge,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,4eca83af-de0f-4a6e-b316-83100f2e132e,PAS In LOCAL-192-0,PASAPI - Patient Referral,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,4eca83af-de0f-4a6e-b316-83100f2e132e,PAS In LOCAL-192-0,PASAPI - Secondary Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,4eca83af-de0f-4a6e-b316-83100f2e132e,PAS In LOCAL-192-0,AppointmentAssigneeXML,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,4eca83af-de0f-4a6e-b316-83100f2e132e,PAS In LOCAL-192-0,DidNotAttendComment,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,4eca83af-de0f-4a6e-b316-83100f2e132e,PAS In LOCAL-192-0,GenerateSecondaryHospitalNumber,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,4173965c-f78b-43dd-8840-b65790281a08,PAS In LOCAL-204-0,Clinic List - DELETE,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,4173965c-f78b-43dd-8840-b65790281a08,PAS In LOCAL-204-0,Clinic List - DNA,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,4173965c-f78b-43dd-8840-b65790281a08,PAS In LOCAL-204-0,Clinic List - PUT,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,4173965c-f78b-43dd-8840-b65790281a08,PAS In LOCAL-204-0,PASAPI - Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,4173965c-f78b-43dd-8840-b65790281a08,PAS In LOCAL-204-0,PASAPI - Patient Merge,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,4173965c-f78b-43dd-8840-b65790281a08,PAS In LOCAL-204-0,PASAPI - Patient Referral,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,4173965c-f78b-43dd-8840-b65790281a08,PAS In LOCAL-204-0,PASAPI - Secondary Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,4173965c-f78b-43dd-8840-b65790281a08,PAS In LOCAL-204-0,AppointmentAssigneeXML,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,4173965c-f78b-43dd-8840-b65790281a08,PAS In LOCAL-204-0,DidNotAttendComment,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,4173965c-f78b-43dd-8840-b65790281a08,PAS In LOCAL-204-0,GenerateSecondaryHospitalNumber,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,ebd7b20d-130e-41ed-bec4-027592d8f678,PAS In LOCAL-205-0,Clinic List - DELETE,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,ebd7b20d-130e-41ed-bec4-027592d8f678,PAS In LOCAL-205-0,Clinic List - DNA,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,ebd7b20d-130e-41ed-bec4-027592d8f678,PAS In LOCAL-205-0,Clinic List - PUT,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,ebd7b20d-130e-41ed-bec4-027592d8f678,PAS In LOCAL-205-0,PASAPI - Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,ebd7b20d-130e-41ed-bec4-027592d8f678,PAS In LOCAL-205-0,PASAPI - Patient Merge,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,ebd7b20d-130e-41ed-bec4-027592d8f678,PAS In LOCAL-205-0,PASAPI - Patient Referral,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,ebd7b20d-130e-41ed-bec4-027592d8f678,PAS In LOCAL-205-0,PASAPI - Secondary Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,ebd7b20d-130e-41ed-bec4-027592d8f678,PAS In LOCAL-205-0,AppointmentAssigneeXML,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,ebd7b20d-130e-41ed-bec4-027592d8f678,PAS In LOCAL-205-0,DidNotAttendComment,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,ebd7b20d-130e-41ed-bec4-027592d8f678,PAS In LOCAL-205-0,GenerateSecondaryHospitalNumber,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,4e8138ae-4407-4fa0-beb4-21a6cae9b2b8,PAS In LOCAL-206-0,Clinic List - DELETE,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,4e8138ae-4407-4fa0-beb4-21a6cae9b2b8,PAS In LOCAL-206-0,Clinic List - DNA,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,4e8138ae-4407-4fa0-beb4-21a6cae9b2b8,PAS In LOCAL-206-0,Clinic List - PUT,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,4e8138ae-4407-4fa0-beb4-21a6cae9b2b8,PAS In LOCAL-206-0,PASAPI - Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,4e8138ae-4407-4fa0-beb4-21a6cae9b2b8,PAS In LOCAL-206-0,PASAPI - Patient Merge,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,4e8138ae-4407-4fa0-beb4-21a6cae9b2b8,PAS In LOCAL-206-0,PASAPI - Patient Referral,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,4e8138ae-4407-4fa0-beb4-21a6cae9b2b8,PAS In LOCAL-206-0,PASAPI - Secondary Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,4e8138ae-4407-4fa0-beb4-21a6cae9b2b8,PAS In LOCAL-206-0,AppointmentAssigneeXML,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,4e8138ae-4407-4fa0-beb4-21a6cae9b2b8,PAS In LOCAL-206-0,DidNotAttendComment,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,4e8138ae-4407-4fa0-beb4-21a6cae9b2b8,PAS In LOCAL-206-0,GenerateSecondaryHospitalNumber,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,79666d06-1c95-4a94-a51e-ee1a74c07e31,PAS In LOCAL-207-0,Clinic List - DELETE,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,79666d06-1c95-4a94-a51e-ee1a74c07e31,PAS In LOCAL-207-0,Clinic List - DNA,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,79666d06-1c95-4a94-a51e-ee1a74c07e31,PAS In LOCAL-207-0,Clinic List - PUT,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,79666d06-1c95-4a94-a51e-ee1a74c07e31,PAS In LOCAL-207-0,PASAPI - Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,79666d06-1c95-4a94-a51e-ee1a74c07e31,PAS In LOCAL-207-0,PASAPI - Patient Merge,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,79666d06-1c95-4a94-a51e-ee1a74c07e31,PAS In LOCAL-207-0,PASAPI - Patient Referral,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,79666d06-1c95-4a94-a51e-ee1a74c07e31,PAS In LOCAL-207-0,PASAPI - Secondary Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,79666d06-1c95-4a94-a51e-ee1a74c07e31,PAS In LOCAL-207-0,AppointmentAssigneeXML,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,79666d06-1c95-4a94-a51e-ee1a74c07e31,PAS In LOCAL-207-0,DidNotAttendComment,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,79666d06-1c95-4a94-a51e-ee1a74c07e31,PAS In LOCAL-207-0,GenerateSecondaryHospitalNumber,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,44d1367a-e0fe-4154-b2a3-7128382cf845,PAS In LOCAL-208-0,Clinic List - DELETE,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,44d1367a-e0fe-4154-b2a3-7128382cf845,PAS In LOCAL-208-0,Clinic List - DNA,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,44d1367a-e0fe-4154-b2a3-7128382cf845,PAS In LOCAL-208-0,Clinic List - PUT,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,44d1367a-e0fe-4154-b2a3-7128382cf845,PAS In LOCAL-208-0,PASAPI - Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,44d1367a-e0fe-4154-b2a3-7128382cf845,PAS In LOCAL-208-0,PASAPI - Patient Merge,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,44d1367a-e0fe-4154-b2a3-7128382cf845,PAS In LOCAL-208-0,PASAPI - Patient Referral,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,44d1367a-e0fe-4154-b2a3-7128382cf845,PAS In LOCAL-208-0,PASAPI - Secondary Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,44d1367a-e0fe-4154-b2a3-7128382cf845,PAS In LOCAL-208-0,AppointmentAssigneeXML,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,44d1367a-e0fe-4154-b2a3-7128382cf845,PAS In LOCAL-208-0,DidNotAttendComment,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,44d1367a-e0fe-4154-b2a3-7128382cf845,PAS In LOCAL-208-0,GenerateSecondaryHospitalNumber,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,60ae6aac-a8d0-46fc-a873-ee4c65a3952e,PAS In LOCAL-209-0,Clinic List - DELETE,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,60ae6aac-a8d0-46fc-a873-ee4c65a3952e,PAS In LOCAL-209-0,Clinic List - DNA,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,60ae6aac-a8d0-46fc-a873-ee4c65a3952e,PAS In LOCAL-209-0,Clinic List - PUT,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,60ae6aac-a8d0-46fc-a873-ee4c65a3952e,PAS In LOCAL-209-0,PASAPI - Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,60ae6aac-a8d0-46fc-a873-ee4c65a3952e,PAS In LOCAL-209-0,PASAPI - Patient Merge,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,60ae6aac-a8d0-46fc-a873-ee4c65a3952e,PAS In LOCAL-209-0,PASAPI - Patient Referral,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,60ae6aac-a8d0-46fc-a873-ee4c65a3952e,PAS In LOCAL-209-0,PASAPI - Secondary Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,60ae6aac-a8d0-46fc-a873-ee4c65a3952e,PAS In LOCAL-209-0,AppointmentAssigneeXML,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,60ae6aac-a8d0-46fc-a873-ee4c65a3952e,PAS In LOCAL-209-0,DidNotAttendComment,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,60ae6aac-a8d0-46fc-a873-ee4c65a3952e,PAS In LOCAL-209-0,GenerateSecondaryHospitalNumber,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,008a3a87-4ffd-4b4d-b992-3364c6974183,PAS In LOCAL-210-0,Clinic List - DELETE,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,008a3a87-4ffd-4b4d-b992-3364c6974183,PAS In LOCAL-210-0,Clinic List - DNA,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,008a3a87-4ffd-4b4d-b992-3364c6974183,PAS In LOCAL-210-0,Clinic List - PUT,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,008a3a87-4ffd-4b4d-b992-3364c6974183,PAS In LOCAL-210-0,PASAPI - Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,008a3a87-4ffd-4b4d-b992-3364c6974183,PAS In LOCAL-210-0,PASAPI - Patient Merge,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,008a3a87-4ffd-4b4d-b992-3364c6974183,PAS In LOCAL-210-0,PASAPI - Patient Referral,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,008a3a87-4ffd-4b4d-b992-3364c6974183,PAS In LOCAL-210-0,PASAPI - Secondary Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,008a3a87-4ffd-4b4d-b992-3364c6974183,PAS In LOCAL-210-0,AppointmentAssigneeXML,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,008a3a87-4ffd-4b4d-b992-3364c6974183,PAS In LOCAL-210-0,DidNotAttendComment,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,008a3a87-4ffd-4b4d-b992-3364c6974183,PAS In LOCAL-210-0,GenerateSecondaryHospitalNumber,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,1013f884-3dfa-43d1-9ad2-96eb4024d3b1,PAS In LOCAL-211-0,Clinic List - DELETE,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,1013f884-3dfa-43d1-9ad2-96eb4024d3b1,PAS In LOCAL-211-0,Clinic List - DNA,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,1013f884-3dfa-43d1-9ad2-96eb4024d3b1,PAS In LOCAL-211-0,Clinic List - PUT,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,1013f884-3dfa-43d1-9ad2-96eb4024d3b1,PAS In LOCAL-211-0,PASAPI - Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,1013f884-3dfa-43d1-9ad2-96eb4024d3b1,PAS In LOCAL-211-0,PASAPI - Patient Merge,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,1013f884-3dfa-43d1-9ad2-96eb4024d3b1,PAS In LOCAL-211-0,PASAPI - Patient Referral,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,1013f884-3dfa-43d1-9ad2-96eb4024d3b1,PAS In LOCAL-211-0,PASAPI - Secondary Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,1013f884-3dfa-43d1-9ad2-96eb4024d3b1,PAS In LOCAL-211-0,AppointmentAssigneeXML,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,1013f884-3dfa-43d1-9ad2-96eb4024d3b1,PAS In LOCAL-211-0,DidNotAttendComment,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,1013f884-3dfa-43d1-9ad2-96eb4024d3b1,PAS In LOCAL-211-0,GenerateSecondaryHospitalNumber,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,1d89d5ec-49c2-4677-b8e7-43243e545bc7,PAS In LOCAL-212-0,Clinic List - DELETE,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,1d89d5ec-49c2-4677-b8e7-43243e545bc7,PAS In LOCAL-212-0,Clinic List - DNA,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,1d89d5ec-49c2-4677-b8e7-43243e545bc7,PAS In LOCAL-212-0,Clinic List - PUT,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,1d89d5ec-49c2-4677-b8e7-43243e545bc7,PAS In LOCAL-212-0,PASAPI - Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,1d89d5ec-49c2-4677-b8e7-43243e545bc7,PAS In LOCAL-212-0,PASAPI - Patient Merge,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,1d89d5ec-49c2-4677-b8e7-43243e545bc7,PAS In LOCAL-212-0,PASAPI - Patient Referral,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,1d89d5ec-49c2-4677-b8e7-43243e545bc7,PAS In LOCAL-212-0,PASAPI - Secondary Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,1d89d5ec-49c2-4677-b8e7-43243e545bc7,PAS In LOCAL-212-0,AppointmentAssigneeXML,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,1d89d5ec-49c2-4677-b8e7-43243e545bc7,PAS In LOCAL-212-0,DidNotAttendComment,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,1d89d5ec-49c2-4677-b8e7-43243e545bc7,PAS In LOCAL-212-0,GenerateSecondaryHospitalNumber,sample_message_inbound,(blanked),884
Newmedica,Newmedica/PAS.xml,9924758f-6dd3-4556-8776-72084e8a4f12,PAS In LOCAL-213-0,Clinic List - DELETE,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,9924758f-6dd3-4556-8776-72084e8a4f12,PAS In LOCAL-213-0,Clinic List - DNA,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,9924758f-6dd3-4556-8776-72084e8a4f12,PAS In LOCAL-213-0,Clinic List - PUT,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,9924758f-6dd3-4556-8776-72084e8a4f12,PAS In LOCAL-213-0,PASAPI - Patient,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,9924758f-6dd3-4556-8776-72084e8a4f12,PAS In LOCAL-213-0,PASAPI - Patient Merge,password,${REDACTED_PASSWORD},11
Newmedica,Newmedica/PAS.xml,9924758f-6dd3-4556-8776-72084e8a4f12,PAS In LOCAL-213-0,PASAPI - Patient Referral,password,${REDACTED_PASSWORD},11
